split,video_id,label,attack_type,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9
train,attack_highdef_client016_session01_highdef_photo_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client016_session01_highdef_photo_adverse/attack_highdef_client016_session01_highdef_photo_adverse_f9.jpg
train,attack_mobile_client012_session01_mobile_photo_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_photo_adverse/attack_mobile_client012_session01_mobile_photo_adverse_f9.jpg
train,attack_mobile_client001_session01_mobile_photo_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client001_session01_mobile_photo_controlled/attack_mobile_client001_session01_mobile_photo_controlled_f9.jpg
train,attack_mobile_client012_session01_mobile_video_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client012_session01_mobile_video_controlled/attack_mobile_client012_session01_mobile_video_controlled_f9.jpg
train,attack_highdef_client105_session01_highdef_photo_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client105_session01_highdef_photo_adverse/attack_highdef_client105_session01_highdef_photo_adverse_f9.jpg
train,attack_highdef_client012_session01_highdef_photo_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client012_session01_highdef_photo_controlled/attack_highdef_client012_session01_highdef_photo_controlled_f9.jpg
train,attack_print_client002_session01_highdef_photo_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client002_session01_highdef_photo_controlled/attack_print_client002_session01_highdef_photo_controlled_f9.jpg
train,attack_print_client110_session01_highdef_photo_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client110_session01_highdef_photo_adverse/attack_print_client110_session01_highdef_photo_adverse_f9.jpg
train,attack_highdef_client002_session01_highdef_video_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_adverse/attack_highdef_client002_session01_highdef_video_adverse_f9.jpg
train,attack_highdef_client108_session01_highdef_video_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client108_session01_highdef_video_adverse/attack_highdef_client108_session01_highdef_video_adverse_f9.jpg
train,attack_mobile_client018_session01_mobile_video_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client018_session01_mobile_video_controlled/attack_mobile_client018_session01_mobile_video_controlled_f9.jpg
train,attack_mobile_client008_session01_mobile_video_adverse,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client008_session01_mobile_video_adverse/attack_mobile_client008_session01_mobile_video_adverse_f9.jpg
train,attack_print_client016_session01_highdef_photo_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_print_client016_session01_highdef_photo_controlled/attack_print_client016_session01_highdef_photo_controlled_f9.jpg
train,attack_mobile_client004_session01_mobile_video_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_mobile_client004_session01_mobile_video_controlled/attack_mobile_client004_session01_mobile_video_controlled_f9.jpg
train,attack_highdef_client002_session01_highdef_video_controlled,1,fixed,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f0.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f1.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f2.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f3.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f4.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f5.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f6.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f7.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f8.jpg,/home/saslab01/Desktop/replay_pad/data/clips_10frame/train/fixed/attack_highdef_client002_session01_highdef_video_controlled/attack_highdef_client002_session01_highdef_video_controlled_f9.jpg
