split,video_id,video_path,label,attack_type
train,client108_session01_webcam_authenticate_adverse_1,/home/saslab01/Desktop/replay_pad/data/train/real/client108_session01_webcam_authenticate_adverse_1.mov,0,real
train,client110_session01_webcam_authenticate_controlled_1,/home/saslab01/Desktop/replay_pad/data/train/real/client110_session01_webcam_authenticate_controlled_1.mov,0,real
train,client103_session01_webcam_authenticate_adverse_2,/home/saslab01/Desktop/replay_pad/data/train/real/client103_session01_webcam_authenticate_adverse_2.mov,0,real
train,client103_session01_webcam_authenticate_adverse_1,/home/saslab01/Desktop/replay_pad/data/train/real/client103_session01_webcam_authenticate_adverse_1.mov,0,real
train,client110_session01_webcam_authenticate_adverse_1,/home/saslab01/Desktop/replay_pad/data/train/real/client110_session01_webcam_authenticate_adverse_1.mov,0,real
train,client025_session01_webcam_authenticate_adverse_1,/home/saslab01/Desktop/replay_pad/data/train/real/client025_session01_webcam_authenticate_adverse_1.mov,0,real
train,attack_highdef_client006_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client006_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client006_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client006_session01_highdef_video_adverse.mov,1,hand
train,attack_mobile_client103_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client103_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client007_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client007_session01_mobile_video_adverse.mov,1,hand
train,attack_print_client103_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client103_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client027_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client027_session01_mobile_photo_adverse.mov,1,hand
train,attack_print_client105_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client105_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client016_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client016_session01_highdef_video_adverse.mov,1,hand
train,attack_highdef_client110_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client110_session01_highdef_video_adverse.mov,1,hand
train,attack_highdef_client012_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client012_session01_highdef_video_controlled.mov,1,hand
train,attack_mobile_client110_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client110_session01_mobile_photo_adverse.mov,1,hand
train,attack_highdef_client007_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client007_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client105_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client105_session01_highdef_video_adverse.mov,1,hand
train,attack_mobile_client007_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client007_session01_mobile_video_controlled.mov,1,hand
train,attack_print_client008_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client008_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client008_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client008_session01_mobile_photo_adverse.mov,1,hand
train,attack_mobile_client108_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client108_session01_mobile_photo_controlled.mov,1,hand
train,attack_highdef_client103_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client103_session01_highdef_video_controlled.mov,1,hand
train,attack_mobile_client007_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client007_session01_mobile_photo_controlled.mov,1,hand
train,attack_print_client025_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client025_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client001_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client001_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client008_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client008_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client006_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client006_session01_highdef_photo_adverse.mov,1,hand
train,attack_print_client105_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client105_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client110_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client110_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client110_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client110_session01_mobile_photo_controlled.mov,1,hand
train,attack_highdef_client110_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client110_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client103_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client103_session01_mobile_video_adverse.mov,1,hand
train,attack_mobile_client105_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client105_session01_mobile_video_adverse.mov,1,hand
train,attack_mobile_client103_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client103_session01_mobile_photo_controlled.mov,1,hand
train,attack_highdef_client108_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client108_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client012_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client012_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client025_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client025_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client110_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client110_session01_mobile_video_adverse.mov,1,hand
train,attack_highdef_client008_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client008_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client004_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client004_session01_highdef_video_controlled.mov,1,hand
train,attack_mobile_client027_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client027_session01_mobile_video_controlled.mov,1,hand
train,attack_print_client027_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client027_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client001_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client001_session01_highdef_video_adverse.mov,1,hand
train,attack_highdef_client012_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client012_session01_highdef_video_adverse.mov,1,hand
train,attack_highdef_client103_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client103_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client108_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client108_session01_highdef_photo_adverse.mov,1,hand
train,attack_print_client108_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client108_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client016_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client016_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client004_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client004_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client016_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client016_session01_mobile_video_adverse.mov,1,hand
train,attack_print_client004_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client004_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client018_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client018_session01_mobile_photo_adverse.mov,1,hand
train,attack_highdef_client004_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client004_session01_highdef_video_adverse.mov,1,hand
train,attack_print_client012_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client012_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client008_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client008_session01_highdef_photo_adverse.mov,1,hand
train,attack_print_client027_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client027_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client008_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client008_session01_highdef_video_adverse.mov,1,hand
train,attack_mobile_client007_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client007_session01_mobile_photo_adverse.mov,1,hand
train,attack_highdef_client105_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client105_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client002_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client002_session01_mobile_photo_adverse.mov,1,hand
train,attack_mobile_client004_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client004_session01_mobile_video_adverse.mov,1,hand
train,attack_mobile_client016_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client016_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client027_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client027_session01_mobile_video_adverse.mov,1,hand
train,attack_highdef_client027_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client027_session01_highdef_video_controlled.mov,1,hand
train,attack_mobile_client001_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client001_session01_mobile_photo_adverse.mov,1,hand
train,attack_highdef_client027_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client027_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client103_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client103_session01_mobile_photo_adverse.mov,1,hand
train,attack_mobile_client001_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client001_session01_mobile_video_adverse.mov,1,hand
train,attack_mobile_client025_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client025_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client004_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client004_session01_mobile_photo_adverse.mov,1,hand
train,attack_print_client007_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client007_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client016_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client016_session01_mobile_photo_adverse.mov,1,hand
train,attack_print_client001_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client001_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client108_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client108_session01_highdef_photo_controlled.mov,1,hand
train,attack_highdef_client006_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client006_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client002_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client002_session01_mobile_video_adverse.mov,1,hand
train,attack_mobile_client105_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client105_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client025_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client025_session01_mobile_photo_adverse.mov,1,hand
train,attack_highdef_client018_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client018_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client001_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client001_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client016_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client016_session01_mobile_photo_controlled.mov,1,hand
train,attack_highdef_client027_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client027_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client007_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client007_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client018_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client018_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client025_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client025_session01_highdef_photo_adverse.mov,1,hand
train,attack_print_client006_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client006_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client018_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client018_session01_mobile_photo_controlled.mov,1,hand
train,attack_print_client018_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client018_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client006_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client006_session01_mobile_photo_controlled.mov,1,hand
train,attack_print_client103_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client103_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client004_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client004_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client016_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client016_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client012_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client012_session01_mobile_photo_adverse.mov,1,hand
train,attack_mobile_client001_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client001_session01_mobile_photo_controlled.mov,1,hand
train,attack_mobile_client012_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client012_session01_mobile_video_controlled.mov,1,hand
train,attack_highdef_client105_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client105_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client012_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client012_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client002_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client002_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client110_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client110_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client002_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client002_session01_highdef_video_adverse.mov,1,hand
train,attack_highdef_client108_session01_highdef_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client108_session01_highdef_video_adverse.mov,1,hand
train,attack_mobile_client018_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client018_session01_mobile_video_controlled.mov,1,hand
train,attack_mobile_client008_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client008_session01_mobile_video_adverse.mov,1,hand
train,attack_print_client016_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client016_session01_highdef_photo_controlled.mov,1,hand
train,attack_mobile_client004_session01_mobile_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client004_session01_mobile_video_controlled.mov,1,hand
train,attack_highdef_client002_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client002_session01_highdef_video_controlled.mov,1,hand
train,attack_highdef_client002_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client002_session01_highdef_photo_adverse.mov,1,hand
train,attack_mobile_client006_session01_mobile_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client006_session01_mobile_photo_adverse.mov,1,hand
train,attack_mobile_client008_session01_mobile_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client008_session01_mobile_photo_controlled.mov,1,hand
train,attack_print_client012_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client012_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client018_session01_highdef_photo_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client018_session01_highdef_photo_controlled.mov,1,hand
train,attack_print_client025_session01_highdef_photo_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_print_client025_session01_highdef_photo_adverse.mov,1,hand
train,attack_highdef_client025_session01_highdef_video_controlled,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_highdef_client025_session01_highdef_video_controlled.mov,1,hand
train,attack_mobile_client006_session01_mobile_video_adverse,/home/saslab01/Desktop/replay_pad/data/train/attack/hand/attack_mobile_client006_session01_mobile_video_adverse.mov,1,hand
