video_id,label,pred_label,correct,error_type,client_id,environment,attack_type,support_type,video_score,threshold,clip_mean,clip_std,clip_min,clip_max,clip_over_threshold_ratio
test__attack__fixed__attack_highdef_client019_session01_highdef_photo_adverse,1,1,1,CORRECT,client019,adverse,photo,fixed,0.999888077378273,0.103,0.999888077378273,4.029174056681562e-06,0.9998799562454224,0.9998939037322998,1.0
test__attack__fixed__attack_highdef_client019_session01_highdef_photo_controlled,1,1,1,CORRECT,client019,controlled,photo,fixed,0.9998029172420502,0.103,0.9998029172420502,5.435124413625265e-06,0.9997962117195128,0.9998146891593932,1.0
test__attack__fixed__attack_highdef_client019_session01_highdef_video_adverse,1,1,1,CORRECT,client019,adverse,video,fixed,0.998328048735857,0.103,0.998328048735857,0.0005409312977037295,0.9973047971725464,0.999086618423462,1.0
test__attack__fixed__attack_highdef_client019_session01_highdef_video_controlled,1,1,1,CORRECT,client019,controlled,video,fixed,0.9991855211555958,0.103,0.9991855211555958,0.0006154840983465461,0.9978945851325988,0.9996826648712158,1.0
test__attack__fixed__attack_highdef_client020_session01_highdef_photo_adverse,1,1,1,CORRECT,client020,adverse,photo,fixed,0.999896302819252,0.103,0.999896302819252,3.4519615476275643e-06,0.9998914003372192,0.999902606010437,1.0
test__attack__fixed__attack_highdef_client020_session01_highdef_photo_controlled,1,1,1,CORRECT,client020,controlled,photo,fixed,0.9997259750962256,0.103,0.9997259750962257,1.4972687953954463e-05,0.9997020363807678,0.9997519850730896,1.0
test__attack__fixed__attack_highdef_client020_session01_highdef_video_adverse,1,1,1,CORRECT,client020,adverse,video,fixed,0.9989819154143332,0.103,0.9989819154143333,0.0005263334549223935,0.9976192116737366,0.9996750354766846,1.0
test__attack__fixed__attack_highdef_client020_session01_highdef_video_controlled,1,1,1,CORRECT,client020,controlled,video,fixed,0.9996904879808426,0.103,0.9996904879808426,7.130933067697366e-05,0.9995549321174622,0.9998138546943665,1.0
test__attack__fixed__attack_highdef_client021_session01_highdef_photo_adverse,1,1,1,CORRECT,client021,adverse,photo,fixed,0.999758206307888,0.103,0.999758206307888,8.553128069723333e-06,0.9997468590736388,0.9997754693031312,1.0
test__attack__fixed__attack_highdef_client021_session01_highdef_photo_controlled,1,1,1,CORRECT,client021,controlled,photo,fixed,0.99813087657094,0.103,0.99813087657094,0.0007304730297728628,0.9973700046539308,0.9995346069335938,1.0
test__attack__fixed__attack_highdef_client021_session01_highdef_video_adverse,1,1,1,CORRECT,client021,adverse,video,fixed,0.9996023774147034,0.103,0.9996023774147034,7.29227041615604e-05,0.9994650483131408,0.9997430443763732,1.0
test__attack__fixed__attack_highdef_client021_session01_highdef_video_controlled,1,1,1,CORRECT,client021,controlled,video,fixed,0.99981789290905,0.103,0.99981789290905,5.633075804815927e-05,0.9997010827064514,0.9998677968978882,1.0
test__attack__fixed__attack_highdef_client023_session01_highdef_photo_adverse,1,1,1,CORRECT,client023,adverse,photo,fixed,0.999906785786152,0.103,0.9999067857861519,2.2733136503611957e-06,0.999902844429016,0.9999099969863892,1.0
test__attack__fixed__attack_highdef_client023_session01_highdef_photo_controlled,1,1,1,CORRECT,client023,controlled,photo,fixed,0.9999009147286416,0.103,0.9999009147286415,3.6192586215558382e-06,0.99989116191864,0.9999052286148072,1.0
test__attack__fixed__attack_highdef_client023_session01_highdef_video_adverse,1,1,1,CORRECT,client023,adverse,video,fixed,0.9889679774641992,0.103,0.9889679774641991,0.009730537327256641,0.9656841158866882,0.9989092350006104,1.0
test__attack__fixed__attack_highdef_client023_session01_highdef_video_controlled,1,1,1,CORRECT,client023,controlled,video,fixed,0.9998062141239644,0.103,0.9998062141239643,4.047905983155822e-05,0.9997208714485168,0.9998669624328612,1.0
test__attack__fixed__attack_highdef_client024_session01_highdef_photo_adverse,1,1,1,CORRECT,client024,adverse,photo,fixed,0.9997141733765602,0.103,0.9997141733765602,9.804915753688403e-06,0.9996945858001708,0.9997300505638124,1.0
test__attack__fixed__attack_highdef_client024_session01_highdef_photo_controlled,1,1,1,CORRECT,client024,controlled,photo,fixed,0.9997588619589806,0.103,0.9997588619589806,1.535803824956516e-05,0.999737560749054,0.9997850060462952,1.0
test__attack__fixed__attack_highdef_client024_session01_highdef_video_adverse,1,1,1,CORRECT,client024,adverse,video,fixed,0.999523777514696,0.103,0.9995237775146961,0.0001464215077757873,0.9992421865463256,0.9997598528862,1.0
test__attack__fixed__attack_highdef_client024_session01_highdef_video_controlled,1,1,1,CORRECT,client024,controlled,video,fixed,0.9995746128261088,0.103,0.9995746128261089,0.0002532613015729235,0.9990254640579224,0.9998449087142944,1.0
test__attack__fixed__attack_highdef_client026_session01_highdef_photo_adverse,1,1,1,CORRECT,client026,adverse,photo,fixed,0.9999230280518532,0.103,0.9999230280518532,1.950432412390886e-06,0.9999185800552368,0.999925971031189,1.0
test__attack__fixed__attack_highdef_client026_session01_highdef_photo_controlled,1,1,1,CORRECT,client026,controlled,photo,fixed,0.9997617900371552,0.103,0.9997617900371552,9.043630822147539e-06,0.9997454285621644,0.999782383441925,1.0
test__attack__fixed__attack_highdef_client026_session01_highdef_video_adverse,1,1,1,CORRECT,client026,adverse,video,fixed,0.9998246319592,0.103,0.9998246319591999,5.432834915702581e-05,0.999723494052887,0.999909520149231,1.0
test__attack__fixed__attack_highdef_client026_session01_highdef_video_controlled,1,1,1,CORRECT,client026,controlled,video,fixed,0.9998299442231656,0.103,0.9998299442231655,3.175131813886909e-05,0.9997697472572328,0.9998879432678224,1.0
test__attack__fixed__attack_highdef_client028_session01_highdef_photo_adverse,1,1,1,CORRECT,client028,adverse,photo,fixed,0.9997972026467324,0.103,0.9997972026467323,7.844263382218909e-06,0.9997798800468444,0.999809205532074,1.0
test__attack__fixed__attack_highdef_client028_session01_highdef_photo_controlled,1,1,1,CORRECT,client028,controlled,photo,fixed,0.9930602610111235,0.103,0.9930602610111237,0.001004480765465248,0.9911468625068665,0.9945547580718994,1.0
test__attack__fixed__attack_highdef_client028_session01_highdef_video_adverse,1,1,1,CORRECT,client028,adverse,video,fixed,0.9998583942651748,0.103,0.9998583942651749,2.6215335256387043e-05,0.9998083710670472,0.9998998641967772,1.0
test__attack__fixed__attack_highdef_client028_session01_highdef_video_controlled,1,1,1,CORRECT,client028,controlled,video,fixed,0.999865710735321,0.103,0.999865710735321,4.68004395453821e-05,0.9997850060462952,0.9999206066131592,1.0
test__attack__fixed__attack_highdef_client031_session01_highdef_photo_adverse,1,1,1,CORRECT,client031,adverse,photo,fixed,0.999749444425106,0.103,0.999749444425106,1.1377731514949438e-05,0.9997316002845764,0.9997650980949402,1.0
test__attack__fixed__attack_highdef_client031_session01_highdef_photo_controlled,1,1,1,CORRECT,client031,controlled,photo,fixed,0.9996472261846066,0.103,0.9996472261846066,1.5802074076873056e-05,0.9996113181114196,0.999669909477234,1.0
test__attack__fixed__attack_highdef_client031_session01_highdef_video_adverse,1,1,1,CORRECT,client031,adverse,video,fixed,0.9995982609689236,0.103,0.9995982609689236,0.00015368578621432073,0.999244213104248,0.9997424483299256,1.0
test__attack__fixed__attack_highdef_client031_session01_highdef_video_controlled,1,1,1,CORRECT,client031,controlled,video,fixed,0.9995162598788738,0.103,0.9995162598788738,0.0003688794402537184,0.9986987113952636,0.9998587369918824,1.0
test__attack__fixed__attack_highdef_client102_session01_highdef_photo_adverse,1,1,1,CORRECT,client102,adverse,photo,fixed,0.9996988251805304,0.103,0.9996988251805305,2.4884824980953303e-05,0.9996581077575684,0.9997265934944152,1.0
test__attack__fixed__attack_highdef_client102_session01_highdef_photo_controlled,1,1,1,CORRECT,client102,controlled,photo,fixed,0.99972403049469,0.103,0.9997240304946899,1.4197821380935372e-05,0.9997033476829528,0.9997509121894836,1.0
test__attack__fixed__attack_highdef_client102_session01_highdef_video_adverse,1,1,1,CORRECT,client102,adverse,video,fixed,0.9996954575181008,0.103,0.9996954575181007,0.00017680427345951732,0.999273121356964,0.9998583793640136,1.0
test__attack__fixed__attack_highdef_client102_session01_highdef_video_controlled,1,1,1,CORRECT,client102,controlled,video,fixed,0.999719314277172,0.103,0.9997193142771721,7.021012195115572e-05,0.9996041655540466,0.9998446702957152,1.0
test__attack__fixed__attack_highdef_client104_session01_highdef_photo_adverse,1,1,1,CORRECT,client104,adverse,photo,fixed,0.9998807907104492,0.103,0.9998807907104492,6.184040542351786e-06,0.9998680353164672,0.9998924732208252,1.0
test__attack__fixed__attack_highdef_client104_session01_highdef_photo_controlled,1,1,1,CORRECT,client104,controlled,photo,fixed,0.9995356984436512,0.103,0.9995356984436512,1.545248116681522e-05,0.999510645866394,0.9995655417442322,1.0
test__attack__fixed__attack_highdef_client104_session01_highdef_video_adverse,1,1,1,CORRECT,client104,adverse,video,fixed,0.9998946860432624,0.103,0.9998946860432625,2.5391596163926115e-05,0.9998420476913452,0.9999243021011353,1.0
test__attack__fixed__attack_highdef_client104_session01_highdef_video_controlled,1,1,1,CORRECT,client104,controlled,video,fixed,0.9998849108815192,0.103,0.9998849108815193,1.803564555089868e-05,0.999865174293518,0.9999270439147948,1.0
test__attack__fixed__attack_highdef_client106_session01_highdef_photo_adverse,1,1,1,CORRECT,client106,adverse,photo,fixed,0.9997843578457832,0.103,0.9997843578457832,1.3732300902542429e-05,0.999761998653412,0.9998003840446472,1.0
test__attack__fixed__attack_highdef_client106_session01_highdef_photo_controlled,1,1,1,CORRECT,client106,controlled,photo,fixed,0.9991999566555024,0.103,0.9991999566555023,9.872575532790454e-05,0.9990084767341614,0.9993119239807128,1.0
test__attack__fixed__attack_highdef_client106_session01_highdef_video_adverse,1,1,1,CORRECT,client106,adverse,video,fixed,0.9998704046010972,0.103,0.9998704046010971,1.9040818600798696e-05,0.9998337030410768,0.999901533126831,1.0
test__attack__fixed__attack_highdef_client106_session01_highdef_video_controlled,1,1,1,CORRECT,client106,controlled,video,fixed,0.9999034851789474,0.103,0.9999034851789474,1.093566836239481e-05,0.9998879432678224,0.9999266862869264,1.0
test__attack__fixed__attack_highdef_client107_session01_highdef_photo_adverse,1,1,1,CORRECT,client107,adverse,photo,fixed,0.9996443316340446,0.103,0.9996443316340446,2.3194503760435193e-05,0.99961519241333,0.999690055847168,1.0
test__attack__fixed__attack_highdef_client107_session01_highdef_photo_controlled,1,1,1,CORRECT,client107,controlled,photo,fixed,0.9996899589896202,0.103,0.9996899589896202,2.0000887505864388e-05,0.9996439218521118,0.9997183680534364,1.0
test__attack__fixed__attack_highdef_client107_session01_highdef_video_adverse,1,1,1,CORRECT,client107,adverse,video,fixed,0.9998462982475758,0.103,0.9998462982475758,3.648272833533761e-05,0.9997915625572203,0.9999104738235474,1.0
test__attack__fixed__attack_highdef_client107_session01_highdef_video_controlled,1,1,1,CORRECT,client107,controlled,video,fixed,0.9999168589711188,0.103,0.9999168589711189,1.0019157834663103e-05,0.9998979568481444,0.999927282333374,1.0
test__attack__fixed__attack_highdef_client109_session01_highdef_photo_adverse,1,1,1,CORRECT,client109,adverse,photo,fixed,0.9999075680971146,0.103,0.9999075680971146,2.977489162758432e-06,0.9999020099639891,0.999912977218628,1.0
test__attack__fixed__attack_highdef_client109_session01_highdef_photo_controlled,1,1,1,CORRECT,client109,controlled,photo,fixed,0.9995579943060876,0.103,0.9995579943060875,2.8129240538898425e-05,0.9995020627975464,0.9995971322059632,1.0
test__attack__fixed__attack_highdef_client109_session01_highdef_video_adverse,1,1,1,CORRECT,client109,adverse,video,fixed,0.9989129863679408,0.103,0.9989129863679409,0.0009660571921457627,0.9969049096107484,0.999807059764862,1.0
test__attack__fixed__attack_highdef_client109_session01_highdef_video_controlled,1,1,1,CORRECT,client109,controlled,video,fixed,0.9996506422758102,0.103,0.9996506422758102,8.803496266473363e-05,0.9995075464248656,0.9998261332511902,1.0
test__attack__fixed__attack_highdef_client112_session01_highdef_photo_adverse,1,1,1,CORRECT,client112,adverse,photo,fixed,0.999464586377144,0.103,0.9994645863771439,2.620839569154742e-05,0.9994179010391236,0.999504804611206,1.0
test__attack__fixed__attack_highdef_client112_session01_highdef_photo_controlled,1,1,1,CORRECT,client112,controlled,photo,fixed,0.9998639971017838,0.103,0.9998639971017838,9.810267867176154e-06,0.9998407363891602,0.9998791217803956,1.0
test__attack__fixed__attack_highdef_client112_session01_highdef_video_adverse,1,1,1,CORRECT,client112,adverse,video,fixed,0.9989359341561794,0.103,0.9989359341561794,0.0005516392223182823,0.99762362241745,0.9995856881141664,1.0
test__attack__fixed__attack_highdef_client112_session01_highdef_video_controlled,1,1,1,CORRECT,client112,controlled,video,fixed,0.9998145699501038,0.103,0.9998145699501038,5.083766308322221e-05,0.9997355341911316,0.9998890161514282,1.0
test__attack__fixed__attack_highdef_client115_session01_highdef_photo_adverse,1,1,1,CORRECT,client115,adverse,photo,fixed,0.9997973889112473,0.103,0.9997973889112473,7.621676171763481e-06,0.99978369474411,0.9998114705085754,1.0
test__attack__fixed__attack_highdef_client115_session01_highdef_photo_controlled,1,1,1,CORRECT,client115,controlled,photo,fixed,0.999453328549862,0.103,0.9994533285498619,2.2915298769868905e-05,0.9994029998779296,0.9994797110557556,1.0
test__attack__fixed__attack_highdef_client115_session01_highdef_video_adverse,1,1,1,CORRECT,client115,adverse,video,fixed,0.9923103041946888,0.103,0.9923103041946888,0.005049526938026135,0.981006920337677,0.9989062547683716,1.0
test__attack__fixed__attack_highdef_client115_session01_highdef_video_controlled,1,1,1,CORRECT,client115,controlled,video,fixed,0.99672831594944,0.103,0.99672831594944,0.003908295766715048,0.9891451001167296,0.9997749924659728,1.0
test__attack__fixed__attack_highdef_client117_session01_highdef_photo_adverse,1,1,1,CORRECT,client117,adverse,photo,fixed,0.9995851740241052,0.103,0.9995851740241051,2.2530175965693967e-05,0.9995383024215698,0.9996351003646852,1.0
test__attack__fixed__attack_highdef_client117_session01_highdef_photo_controlled,1,1,1,CORRECT,client117,controlled,photo,fixed,0.998867828398943,0.103,0.998867828398943,8.395974304523783e-05,0.9986838698387146,0.998975396156311,1.0
test__attack__fixed__attack_highdef_client117_session01_highdef_video_adverse,1,1,1,CORRECT,client117,adverse,video,fixed,0.9996873028576374,0.103,0.9996873028576374,0.00019485780353105582,0.9990604519844056,0.99986469745636,1.0
test__attack__fixed__attack_highdef_client117_session01_highdef_video_controlled,1,1,1,CORRECT,client117,controlled,video,fixed,0.9998565539717674,0.103,0.9998565539717674,1.8950838838279393e-05,0.9998276233673096,0.9998847246170044,1.0
test__attack__fixed__attack_mobile_client009_session01_mobile_photo_adverse,1,1,1,CORRECT,client009,adverse,photo,fixed,0.9998334795236588,0.103,0.9998334795236588,9.231461986265655e-06,0.9998193383216858,0.999846339225769,1.0
test__attack__fixed__attack_mobile_client009_session01_mobile_photo_controlled,1,1,1,CORRECT,client009,controlled,photo,fixed,0.9991960227489473,0.103,0.9991960227489471,0.00013371522204075735,0.9990013241767884,0.9994045495986938,1.0
test__attack__fixed__attack_mobile_client009_session01_mobile_video_adverse,1,1,1,CORRECT,client009,adverse,video,fixed,0.999826293438673,0.103,0.999826293438673,4.1150318775269816e-05,0.9997490048408508,0.9998894929885864,1.0
test__attack__fixed__attack_mobile_client009_session01_mobile_video_controlled,1,1,1,CORRECT,client009,controlled,video,fixed,0.9999186843633652,0.103,0.9999186843633652,6.032017536845101e-06,0.9999089241027832,0.9999277591705322,1.0
test__attack__fixed__attack_mobile_client011_session01_mobile_photo_adverse,1,1,1,CORRECT,client011,adverse,photo,fixed,0.91368218511343,0.103,0.91368218511343,0.013197670015853624,0.8910862803459167,0.9309424757957458,1.0
test__attack__fixed__attack_mobile_client011_session01_mobile_photo_controlled,1,1,1,CORRECT,client011,controlled,photo,fixed,0.999574813991785,0.103,0.999574813991785,3.44908889939458e-05,0.9995119571685792,0.99963116645813,1.0
test__attack__fixed__attack_mobile_client011_session01_mobile_video_adverse,1,1,1,CORRECT,client011,adverse,video,fixed,0.9998591803014278,0.103,0.9998591803014278,2.05720371504279e-05,0.9998266100883484,0.9998918771743774,1.0
test__attack__fixed__attack_mobile_client011_session01_mobile_video_controlled,1,1,1,CORRECT,client011,controlled,video,fixed,0.9998975917696952,0.103,0.9998975917696953,1.5068448336067041e-05,0.9998643398284912,0.99992036819458,1.0
test__attack__fixed__attack_mobile_client013_session01_mobile_photo_adverse,1,1,1,CORRECT,client013,adverse,photo,fixed,0.9998379908502102,0.103,0.9998379908502102,5.836974604161732e-06,0.999822437763214,0.9998462200164796,1.0
test__attack__fixed__attack_mobile_client013_session01_mobile_photo_controlled,1,1,1,CORRECT,client013,controlled,photo,fixed,0.9998247288167476,0.103,0.9998247288167477,1.0096235554613949e-05,0.999797523021698,0.9998385906219482,1.0
test__attack__fixed__attack_mobile_client013_session01_mobile_video_adverse,1,1,1,CORRECT,client013,adverse,video,fixed,0.9998590610921384,0.103,0.9998590610921383,1.8142906756527065e-05,0.9998241066932678,0.999891757965088,1.0
test__attack__fixed__attack_mobile_client013_session01_mobile_video_controlled,1,1,1,CORRECT,client013,controlled,video,fixed,0.9999139979481696,0.103,0.9999139979481697,6.537332626399213e-06,0.999900221824646,0.9999241828918456,1.0
test__attack__fixed__attack_mobile_client014_session01_mobile_photo_adverse,1,1,1,CORRECT,client014,adverse,photo,fixed,0.9974943064153194,0.103,0.9974943064153194,0.0003806621196822569,0.99690043926239,0.9980820417404176,1.0
test__attack__fixed__attack_mobile_client014_session01_mobile_photo_controlled,1,1,1,CORRECT,client014,controlled,photo,fixed,0.9996823854744434,0.103,0.9996823854744434,1.4653317831888937e-05,0.9996602535247804,0.9997069239616394,1.0
test__attack__fixed__attack_mobile_client014_session01_mobile_video_adverse,1,1,1,CORRECT,client014,adverse,video,fixed,0.9992779158055782,0.103,0.9992779158055782,0.00026443949166164775,0.9988252520561218,0.9996155500411988,1.0
test__attack__fixed__attack_mobile_client014_session01_mobile_video_controlled,1,1,1,CORRECT,client014,controlled,video,fixed,0.9999039620161057,0.103,0.9999039620161057,1.617729794520486e-05,0.9998759031295776,0.9999301433563232,1.0
test__attack__fixed__attack_mobile_client019_session01_mobile_photo_adverse,1,1,1,CORRECT,client019,adverse,photo,fixed,0.9998813271522522,0.103,0.9998813271522522,2.3980532120825007e-06,0.9998774528503418,0.999887466430664,1.0
test__attack__fixed__attack_mobile_client019_session01_mobile_photo_controlled,1,1,1,CORRECT,client019,controlled,photo,fixed,0.9998675137758256,0.103,0.9998675137758255,4.841692791841358e-06,0.9998594522476196,0.999874472618103,1.0
test__attack__fixed__attack_mobile_client019_session01_mobile_video_adverse,1,1,1,CORRECT,client019,adverse,video,fixed,0.9998598769307137,0.103,0.9998598769307137,1.9067486114720206e-05,0.9998239874839784,0.99988853931427,1.0
test__attack__fixed__attack_mobile_client019_session01_mobile_video_controlled,1,1,1,CORRECT,client019,controlled,video,fixed,0.9999092742800711,0.103,0.9999092742800713,7.143739556503029e-06,0.999891996383667,0.9999219179153442,1.0
test__attack__fixed__attack_mobile_client020_session01_mobile_photo_adverse,1,1,1,CORRECT,client020,adverse,photo,fixed,0.999870963394642,0.103,0.9998709633946419,3.4244325221939e-06,0.9998654127120972,0.9998784065246582,1.0
test__attack__fixed__attack_mobile_client020_session01_mobile_photo_controlled,1,1,1,CORRECT,client020,controlled,photo,fixed,0.9998436570167542,0.103,0.9998436570167542,4.966131760542134e-06,0.999834418296814,0.9998526573181152,1.0
test__attack__fixed__attack_mobile_client020_session01_mobile_video_adverse,1,1,1,CORRECT,client020,adverse,video,fixed,0.9998375363647938,0.103,0.9998375363647938,1.8304232437824738e-05,0.9998145699501038,0.9998769760131836,1.0
test__attack__fixed__attack_mobile_client020_session01_mobile_video_controlled,1,1,1,CORRECT,client020,controlled,video,fixed,0.9998695477843283,0.103,0.9998695477843285,3.1378871704995076e-05,0.9998283386230468,0.9999103546142578,1.0
test__attack__fixed__attack_mobile_client021_session01_mobile_photo_adverse,1,1,1,CORRECT,client021,adverse,photo,fixed,0.9998631924390792,0.103,0.9998631924390793,4.657585916597564e-06,0.9998542070388794,0.9998712539672852,1.0
test__attack__fixed__attack_mobile_client021_session01_mobile_photo_controlled,1,1,1,CORRECT,client021,controlled,photo,fixed,0.9998846352100372,0.103,0.9998846352100372,4.490990136072615e-06,0.9998729228973388,0.9998935461044312,1.0
test__attack__fixed__attack_mobile_client021_session01_mobile_video_adverse,1,1,1,CORRECT,client021,adverse,video,fixed,0.9998109899461268,0.103,0.9998109899461269,2.183150847906218e-05,0.999776303768158,0.9998612403869628,1.0
test__attack__fixed__attack_mobile_client021_session01_mobile_video_controlled,1,1,1,CORRECT,client021,controlled,video,fixed,0.9998963922262192,0.103,0.9998963922262192,6.0447260315563854e-06,0.9998795986175536,0.999903440475464,1.0
test__attack__fixed__attack_mobile_client023_session01_mobile_photo_adverse,1,1,1,CORRECT,client023,adverse,photo,fixed,0.9998667687177658,0.103,0.9998667687177658,7.0120838890553185e-06,0.999852418899536,0.9998785257339478,1.0
test__attack__fixed__attack_mobile_client023_session01_mobile_photo_controlled,1,1,1,CORRECT,client023,controlled,photo,fixed,0.9998545944690704,0.103,0.9998545944690704,5.897748332303893e-06,0.9998458623886108,0.9998642206192015,1.0
test__attack__fixed__attack_mobile_client023_session01_mobile_video_adverse,1,1,1,CORRECT,client023,adverse,video,fixed,0.9998760968446732,0.103,0.9998760968446732,1.116916402266824e-05,0.9998583793640136,0.999897599220276,1.0
test__attack__fixed__attack_mobile_client023_session01_mobile_video_controlled,1,1,1,CORRECT,client023,controlled,video,fixed,0.9998488798737526,0.103,0.9998488798737526,4.018493033931876e-05,0.9997872710227966,0.9998984336853028,1.0
test__attack__fixed__attack_mobile_client024_session01_mobile_photo_adverse,1,1,1,CORRECT,client024,adverse,photo,fixed,0.9999115169048308,0.103,0.9999115169048309,3.5750863948986523e-06,0.9999070167541504,0.9999170303344728,1.0
test__attack__fixed__attack_mobile_client024_session01_mobile_photo_controlled,1,1,1,CORRECT,client024,controlled,photo,fixed,0.9998894780874252,0.103,0.9998894780874252,4.9179912441664955e-06,0.9998835325241088,0.9998972415924072,1.0
test__attack__fixed__attack_mobile_client024_session01_mobile_video_adverse,1,1,1,CORRECT,client024,adverse,video,fixed,0.999879203736782,0.103,0.9998792037367821,1.3560318682330878e-05,0.9998564720153807,0.9999030828475952,1.0
test__attack__fixed__attack_mobile_client024_session01_mobile_video_controlled,1,1,1,CORRECT,client024,controlled,video,fixed,0.9998930469155312,0.103,0.9998930469155312,9.411165719023695e-06,0.9998763799667358,0.999906063079834,1.0
test__attack__fixed__attack_mobile_client026_session01_mobile_photo_adverse,1,1,1,CORRECT,client026,adverse,photo,fixed,0.9999013319611548,0.103,0.9999013319611549,2.6881518578419657e-06,0.9998958110809326,0.9999045133590698,1.0
test__attack__fixed__attack_mobile_client026_session01_mobile_photo_controlled,1,1,1,CORRECT,client026,controlled,photo,fixed,0.9998658075928688,0.103,0.9998658075928688,6.297247880692208e-06,0.999854564666748,0.9998767375946044,1.0
test__attack__fixed__attack_mobile_client026_session01_mobile_video_adverse,1,1,1,CORRECT,client026,adverse,video,fixed,0.9999276474118232,0.103,0.9999276474118233,6.50194884515569e-06,0.9999173879623412,0.9999374151229858,1.0
test__attack__fixed__attack_mobile_client026_session01_mobile_video_controlled,1,1,1,CORRECT,client026,controlled,video,fixed,0.9998607635498048,0.103,0.9998607635498047,2.0138962077821844e-05,0.9998325109481812,0.9998964071273804,1.0
test__attack__fixed__attack_mobile_client028_session01_mobile_photo_adverse,1,1,1,CORRECT,client028,adverse,photo,fixed,0.9999034851789474,0.103,0.9999034851789474,3.1972026279603587e-06,0.9998974800109864,0.9999085664749146,1.0
test__attack__fixed__attack_mobile_client028_session01_mobile_photo_controlled,1,1,1,CORRECT,client028,controlled,photo,fixed,0.999909684062004,0.103,0.9999096840620041,2.3537420654699974e-06,0.9999054670333862,0.9999133348464966,1.0
test__attack__fixed__attack_mobile_client028_session01_mobile_video_adverse,1,1,1,CORRECT,client028,adverse,video,fixed,0.9998904764652252,0.103,0.9998904764652252,1.2052171189681333e-05,0.9998635053634644,0.9999059438705444,1.0
